Author,Title,Description,Genre,Banned
SocialMediaUser,UserComment,available in traduction,Misc,
SocialMediaUser,UserComment,no man is taking care of me and i am happy w/ what i hav and have made peace with taking care of myself.,Misc,
SocialMediaUser,UserComment,i am not a big andrew tate fan nor am i an advocate for him but i have to say that it is almost insufferable to see how many times piers misses andrews points. i dont know if it is deliberate ignorance or if he genuinely lacks the ability to understand. nonetheless	 great interview.,Misc,
SocialMediaUser,UserComment,recently returned from mauritius to gatwick in club world and have to say that the service was woefully lacking. left on time. the cabin crew were obviously tired and the welcome glass of champagne was served without smiles or a welcome. throughout the whole flight the crew did the absolute minimum and there was very little interaction with the passengers. breakfast was disgusting and served soon after take-off. a little round casserole dish of british breakfast ingredients all piled together and searingly hot and overcooked and tasteless. awful insipid coffee. after that some of the crew disappeared for a sleep and we were left to ourselves. nobody asked if we wanted anything nobody chatted i rang for a drink and nobody came. the galley kitchen/snack bar was almost bare and had two manky stale smoked-salmon sandwiches and a few bottles of water. on asking for a glass (there were none) for wine i was told to sit down and one would be brought as indeed it was ten minutes later with no smiles or nibbles. throughout the flight i felt guilty asking for a g&t or wine because of the negative attitude of certain cabin crew. lunch was just about ok and very good wine. after that for the next five hours nothing was served to refresh us before landing - no tea no cakes no nothing. the seating configuration was -- (boeing ) and packed in like sardines - claustrophobic for some. to access the aisle from the window you have to climb over the legs of the person behind and the food is served across the lap of the aisle seat over the partition. we were a couple but if you are travelling alone it could make for some very strange eye-to-eye contact with a stranger. the ife was dated and a very limited choice with poor quality fuzzy screens. the whole package was so minimal soulless and lacking. not once were you made to feel special or pampered in any way. if there is an alternative in future to ba ill take it and compared with some middle-east airlines the club world product is embarrassingly mediocre. ba needs to refresh review and up-date quickly. sorry ba - youve lost me for the foreseeable future!,Misc,
SocialMediaUser,UserComment,im a big fan of andrew tate but he kind of lost this one tbh,Misc,
SocialMediaUser,UserComment,andrew you owned this interview.,Misc,
SocialMediaUser,UserComment,wait so now hamas is a democratic government?  delusional,Misc,
SocialMediaUser,UserComment,if you remove g from morgan congratulations youre a journalist.,Misc,
SocialMediaUser,UserComment,piers eyes are open but his mind is blind.,Misc,
SocialMediaUser,UserComment,at is amazing he is great.,Misc,
SocialMediaUser,UserComment,oh and yeah piers brings up the iran supports hamas.,Misc,
SocialMediaUser,UserComment,piers: no i will tell you how to answer,Misc,
SocialMediaUser,UserComment,andrew got destroyed	 literally just andrews bots in the comments. this is your top g? pathetic,Misc,
SocialMediaUser,UserComment,not verified | do not accept a british airways e-voucher	 go for a refund. i stupidly accepted  e-vouchers and they are a waste of time. they have no flexibility and despite the fact that ba has money and air miles belonging to me	 i cannot redeem the voucher against a more expensive non air miles flight	 only an air miles flight that they dont have available at the time and route i want. ba are trying every trick in the book to complicate	 frustrate and make rebooking difficult and worse still	 you cant redeem the cancelled flight voucher online	 only by speaking to the call centre which means hanging on for an hour or so every time you try to phone them. i was a loyal silver card executive club member and still am	 but after bas approach	 i will be avoiding them wherever possible in future.,Misc,
SocialMediaUser,UserComment,: piers destroyes andrew with the chamberlain comparison.,Misc,
SocialMediaUser,UserComment,they set the mic for peer very loud and clear but not for tate..but still at the end of it	 peers got his but kicked pretty good!!,Misc,
SocialMediaUser,UserComment,not verified | as a spanish born individual living in england	 i have been using british airways for over  decades	 multiple times a year. on th january  i booked a flight for my son and i to go to alicante. however	 i was informed on the th january  by my doctors that i am unable to fly due to an elbow operation i have had. as a result i decided to give my ticket to my daughter	 calling up the customer service team for british airways to make the change. on the th january  they took my enquiry call. there seemed to be some speech delay in the call	 which presented a small bit of difficulty	 however i also struggled to understand the support staff member on top of this delay. when requesting to change the name on one of the tickets to my daughters name i was told this is not within the policy	 and that i would need to cancel the ticket and rebook it. i was encouraged to divide the booking so myself and my son were on two different booking reference numbers. i accepted this and was then asked if i would like to cancel the booking. i insisted i would need to know the total of the refund. its lucky i did ask to check this	 as i was then informed it would be roughly .. the total cost of my booking was .	 which comes to . per passenger	 leaving my refund total at less than % of the value of my purchase. this is despite the seat not be abandoned. according to ba policy	 all i am entitled to out of a simple change of name is less than % refund even when im buying the ticket right back then and there on the phone (probably for more money than it was worth a week ago).,Misc,
SocialMediaUser,UserComment,israel could have a much easier way with hamas if it would not be hiding behind civilians,Misc,
SocialMediaUser,UserComment,verified review | keflavik to london heathrow. this time i was among the first few passengers aboard the aircraft. i was travelling with two companions so i had to find the space for  trolley cases. i discovered a suitcase was already in the overhead compartment above my seat	 and it belonged to a cabin crew. . it was a busy flight so how could the cabin crews put their bags in the compartment before passengers	 and let passengers struggle to find a space and delay the boarding process? ba on short haul is simply a budget airline	 and worse than their competitors in the hand baggage management. i wasnt impressed by their on board service either. they were so greedy to earn money from selling drinks to a group of noisy passengers	 even though they were complaint by other passengers.,Misc,
SocialMediaUser,UserComment,how convenient how you now have such a choice,Misc,
SocialMediaUser,UserComment,mister morgan is an actual slave minded npc,Misc,
SocialMediaUser,UserComment,i am from the westbank exactly from bethlehem where the nativity church is and since i was a kid	 i havent felt safe i have always seen soldiers attacking palestinian civilians and have always read the poets of palestinian captives in the israeli prison i just feel weak because they can do anything take our house take me to jail shoot me anytime. it is also not fair that i have to go to jordan to use their airport because the old palestinian airport was damaged by israel. i deserve to feel safe in my own house and in my hometown streets. i deserve to travel using my countrys airport! why do we not have the right to move between cities like other countries?? why do i have to feel stuck in my hometown? why do i need permission to enter jerusalem and haifa? why do i not have the right to movement? it is hard to move from one city in the westbank to another city also in the westbank!,Misc,
SocialMediaUser,UserComment,the act of terror is bombing millions in iraq  afghanistan   syria yemen and irak,Misc,
SocialMediaUser,UserComment,piers is dealing with top g not andrew tate here,Misc,
SocialMediaUser,UserComment,piers is definitely the best interviewer yet. gotta say that andrew is hilarious though,Misc,
SocialMediaUser,UserComment,i guess his black side came out real quick. i think people forget hes a half black man,Misc,
SocialMediaUser,UserComment,i know what you are piers. you cant fool me.,Misc,
SocialMediaUser,UserComment,please!!!! doing pushups while tears are steaming down your face 	 dude thinks hes in a rambo movieif you can admit you cried	 now thats strength.,Misc,
SocialMediaUser,UserComment,tate is saying what hundreds of millions of people think...,Misc,
SocialMediaUser,UserComment,piers	 what has happened to innocent until proven guilty? you seem to have conveniently forgot that.,Misc,
SocialMediaUser,UserComment,piers morgan cant interview anyone without interrupting a million times terrible tate remains undefeated,Misc,
SocialMediaUser,UserComment,sorry to say	 tate lost his magic in words. he is screaming all the time.,Misc,
SocialMediaUser,UserComment,andrew tate is the aura	 piers is that journalist,Misc,
SocialMediaUser,UserComment,piers wants to look at th october in total isolation and not the  years of acts on the part of israel! anyone who looks at the whole history of the existence israel and what the palestinians have gone through is unable to condemn hamas. on the flip side all those condemning hamas cannot condemn israel for any of the acts they have done.,Misc,
SocialMediaUser,UserComment,: could not he just use a word absurdities? is he trying to look more educated than he is?,Misc,
SocialMediaUser,UserComment,donations from others.,Misc,
SocialMediaUser,UserComment,yes yes exactly : listen to that 	 you ppl who think they are tough and giving u advises and quotes the second a problem hits em 	 they cry,Misc,
SocialMediaUser,UserComment,andrew tate is a very honest man indeed,Misc,
SocialMediaUser,UserComment,dearest pierce 	 dont invite people for interview	 because you don t let them speak out 	 every time if tate wants to finish his context and words and his story interupting 	 ohw come let him speak out	you are sensetive questions	 but you wont let him speak out	//	 screw it let this guy speak out 	  he says  words	 and you are playing words	 if you dont want to listen why in the you are inviting tate	 what a shitt program was this,Misc,
SocialMediaUser,UserComment,tate dropping truth bombs,Misc,
SocialMediaUser,UserComment,omg  this interview is so funny.,Misc,
SocialMediaUser,UserComment,respect for andrew tate he is  defination of real man,Misc,
SocialMediaUser,UserComment,lets face it	 folks	 piers is a creepy boomer himself	 but at least he allows this cringe monster coward tate to show the world here what an emotional crybaby blame artist he really is. own your situation and life and stop deflecting and blaming everyone else.,Misc,
SocialMediaUser,UserComment,like for freeing palestine dislike for occupation,Misc,
SocialMediaUser,UserComment,be leary of people who wear dark sunglasses!,Misc,
SocialMediaUser,UserComment,the gaza war has clearly revealed that western governments	 led by the united states	 do not care about human rights	 childrens rights	 or human values. rather	 their goal is to control the world by the law of the jungle without mercy	 and to impose their agenda on the weak in this world through injustice and terrorism.,Misc,
SocialMediaUser,UserComment,what i would suggest	we should send him with his family there for one week. lets see how comfortable he would be by then to live there.,Misc,
SocialMediaUser,UserComment,this superiority thinking is what has led to the west believing they know better and now chinese are starting to threaten the west because west its left with no real values	 just technology.,Misc,
SocialMediaUser,UserComment,: indeed well said rushed and emotional response,Misc,
SocialMediaUser,UserComment,just another dumb journalist,Misc,
SocialMediaUser,UserComment,this guy know to talk and defend himself. hes something,Misc,
SocialMediaUser,UserComment,why is he wearing sunglasses!? theres no strong lighting directly on him,Misc,
SocialMediaUser,UserComment,piers is a dummy! you lied with the rest of the media	 scaring everyone.,Misc,
SocialMediaUser,UserComment,listen as a woman we hate working	we hate having to be the backbone of our existence.we hate it. its not about having a sugar daddy its about having a partner that gives us an option where we can choose to have a job or not.,Misc,
SocialMediaUser,UserComment,they just promoted women to work because it was an untapped resource of exploitation of the peasant class. tate is correct about that. i dont think piers understands things beyond what the media tells him.,Misc,
SocialMediaUser,UserComment,andrew tate is a lion.,Misc,
SocialMediaUser,UserComment,andrew tate show his real face,Misc,
SocialMediaUser,UserComment,i just keep loving him more and more and more. straight up hero.,Misc,
SocialMediaUser,UserComment,how tate can keep his cool when piers talks about covid is remarkable.,Misc,
SocialMediaUser,UserComment,no actually thats a lie you dont live in america,Misc,
SocialMediaUser,UserComment,piers your looking like you do not know history or anything. look up the stien gang before uyou talk about a grand mufti. also look at wars create economies.,Misc,
SocialMediaUser,UserComment,thank you andrew. you are brilliant. can see piers crying inside. words came out from him is fear of his boss hahaha,Misc,
SocialMediaUser,UserComment,ben shapiro is like a kid who thinks he is always rgt,Misc,
SocialMediaUser,UserComment,i actually though the tate brothers was more intelligent they spoke some nonsense .,Misc,
SocialMediaUser,UserComment,the last part where he invited piers to embrace islam,Misc,
SocialMediaUser,UserComment,can someone explain to me how come that piers knows every truth and still support genocide and says things that arent even logical!,Misc,
SocialMediaUser,UserComment,in a world where everybody talks about tolerance and diversity and where everything is possible	 why should it be a problem when andrew tate says that he is looking for more traditional role models in his own relationship? even piers morgan admits that there are enough women out there wanting to live that way. who is he to judge other peoples relationships?,Misc,
SocialMediaUser,UserComment,tate absolutely smashed piers..,Misc,
SocialMediaUser,UserComment,andrew tate spitting facts.,Misc,
SocialMediaUser,UserComment,he or her	 them they. we dont even have males and females anymore,Misc,
SocialMediaUser,UserComment,im doing my very best pierce!,Misc,
SocialMediaUser,UserComment,pierce morgan is brain washed! bravo for tate palestine deserve a state!,Misc,
SocialMediaUser,UserComment,andrew is only romania to sex traffic theres no harsh punishment there,Misc,
SocialMediaUser,UserComment,while its great that andrew tate called out the bs on covid	 it doesnt take much to realise that it was a huge psyop	 he isnt the only source for that	 once you see the lie you cannot unsee it. those who cannot accept the truth will not see it no matter how much you try to show them.,Misc,
SocialMediaUser,UserComment,morgan  piers smoking  a cigar no top saying  whats the color of your bugatti,Misc,
SocialMediaUser,UserComment,and then covid wasnt real,Misc,
SocialMediaUser,UserComment,i want piers to go through this comment section for a video and to find one.,Misc,
SocialMediaUser,UserComment,those poor cockroaches who roomed with him!!!!,Misc,
SocialMediaUser,UserComment,andrew fully used the uno reverse,Misc,
SocialMediaUser,UserComment,which accent is andrew tate talking?,Misc,
SocialMediaUser,UserComment,all i see now is ben shapiro and his booster chair,Misc,
SocialMediaUser,UserComment,i mean the whole talk about powerful people doing and coming up with whatever they want and working with fear and lies with the single purpose of their benefit and keeping power... %!!,Misc,
SocialMediaUser,UserComment,piers destroying andrew!,Misc,
SocialMediaUser,UserComment,well said andrew	 youre so brave thanks. long live palestine,Misc,
SocialMediaUser,UserComment,piers is a pure cucold,Misc,
SocialMediaUser,UserComment,youre pretty censored piers,Misc,
SocialMediaUser,UserComment,two masters in tax law and earn more then my previous partner. would sign the papers directly for not working and staying at home starting a family finally. but most men these days dont even wanna work they wanna be princesses,Misc,
SocialMediaUser,UserComment,heres the thing. i dont like andrew tate	 i actually despise him for most of the things he says. but he made a point why start the story from the middle?.,Misc,
SocialMediaUser,UserComment,big respekt for tate 	 keep it going boy,Misc,
SocialMediaUser,UserComment,andrew stated he doesnt wish this on anyone.,Misc,
SocialMediaUser,UserComment,you lose the argument pierce bc you are on the wrong side this time	 sorry!,Misc,
SocialMediaUser,UserComment,andrew was way too emotional	 emotion is a tool used to make points and in this case emotion used him as a tool. he should take a page out of tristans level of composure,Misc,
SocialMediaUser,UserComment,the questions arises why ????? bec this is  their own land 		 which the israelis invaded illegly ...,Misc,
SocialMediaUser,UserComment,piers will never be cured from interrupting syndrome,Misc,
SocialMediaUser,UserComment,not verified | first time flying with british airways in economy on a transatlantic flight from london to chicago. i was impressed by the hard work of the professional and friendly flight attendants. they walked up and down the plane helping people with various issues and offering good tasty meals	 snacks and drinks of all kinds. i will definitely fly british overseas again given a chance. the economy seats on this old but well kept boeing - were very comfortable and i am a  x lbs and still did not feel cramped. i would encourage all my friends to fly british if they want to have a very comfortable flight from the us to europe. thank you british airways	 very good service indeed.,Misc,
SocialMediaUser,UserComment,piers still pushing this covid bullshit hahahaha,Misc,
SocialMediaUser,UserComment,it annoys me how much piers interrupts the man he wanted to interview ffs,Misc,
SocialMediaUser,UserComment,::  they really did that to him??,Misc,
SocialMediaUser,UserComment,bro shouldve just compared it to a slave revolt,Misc,
SocialMediaUser,UserComment,adnrew gon make piers burst a vessel idkk,Misc,
SocialMediaUser,UserComment,pierce is an ignorance person. he was currupted by the western ideologies. men are	 and always be. providers	 and that comes with its laws or whatever work that suits ur instead of laws.,Misc,
SocialMediaUser,UserComment,we need more andrew in this world. we dont need piers because piers is not human. just like isnotreal! andrew you are the most genuine and respectful man because you dont interrupt a speech. love u andrew!,Misc,
SocialMediaUser,UserComment,the real issue with all discussions about the israel arab conflict is that the scale of the conversation is never wide enough. it requires a macro historical perspective on top of micro. this conflict is literally thousands of years old. some arab cultures and their religious perspectives have matured out of the historical conflict and are able to live side by side with jews. the basis of the conflict goes all the way back to abraham	 isaac and ishmael	 and then jacob and esau. the conflict and its ingredients are baked into the context of the entirety of that historical pie from the times of abraham until present. when you consider the conflict in its entirety you can come to glimpse that there is no land or money or compromise possible. the only resolution will come when one side completely wins and the other is completely obliterated. the jealousy and hatred is cooked in. ishmael was rejected by abraham	 and jacob finalized that rejection when esau sold away his potential inheritance and jacob received it in his stead. the descendants of both brothers are aware of this reality. over eons the conflict has presented in complicated and twisted ways	 but the root of it stems from chosen and rejected and biblically good vs evil. so it doesnt really matter what pierce or tate or anyone who pontificates about it says. it seems complicated	 but it really all boils down to the roots. it will not end until there is a complete winner and a total loser.,Misc,
SocialMediaUser,UserComment,then he will easily condoms the actions of some members of hamas as terrorism also.,Misc,
SocialMediaUser,UserComment,its funny how brainwashed piers is about the jab..ah i forgot he is from the msm.. nevermind..,Misc,
SocialMediaUser,UserComment,thanks to piers for being on tates show! bye!,Misc,
SocialMediaUser,UserComment,they wanted this land they got it for peace they made a huge military terorrisem base.,Misc,
SocialMediaUser,UserComment,bangkok to london heathrow.  sep . on this flight british airways stinted on everything. i dont mind a frugal airline as long as the fare is cheap. british airways is not cheap. as soon as we were in the air the temperature plummeted. everyone had their airline blankets over them. there were not enough stewards/stewardesses. forty minutes before the welcome on board drink - and no small snack not even a small packet of nuts. seatback tv did not work in the section i was on and the man next to me had to move to another seat. the seatbacks should be checked before the flight. however eventually they did work. a small number of films tv shows i have never heard of and no games option. first meal very frugal second meal no salad and no bread roll. and creamers! even for tea! whatever the quality of the meal serving creamers cancels out any pretence of quality. snacks we had to wait and when they were available there was a limited amount. british airways even ran out of beer! ba hasa system of paying to book a certain seat they dont miss a trick! i resent having to pay to book a certain seat. the flight was expensive but it had a good time slot and no stopover. never again.,Misc,
SocialMediaUser,UserComment,whoever put these two together deserves a raise. i really like people who can face piers like this .,Misc,
SocialMediaUser,UserComment,piers : your brain is unique,Misc,
SocialMediaUser,UserComment,piers finally cracked tate. top g was flustered the entire interview  incredibly entertaining,Misc,
SocialMediaUser,UserComment,no one can beat andrew tate at conversation,Misc,
SocialMediaUser,UserComment,epstein friend pierce morgan.,Misc,
SocialMediaUser,UserComment,i wish i could comment on the service on the aircraft	 but with a  hour delay i am unable to and can only comment on the ground service after being informed the aircraft was delayed because of a technical fault. it is not the technical fault i am worried about but the way the problem was handled by bas ground staff at johannesburgs or tambo airport. the cabin crew had arrived at .hrs and boarded the plane which was due to depart at .hrs to london. at .hrs the announcement came that the flight was not boarding and passengers should wait to be escorted to the arrivals areas to collect baggage. the chaos then started. people close to the boarding desks sought to find out information and the possibility of alternative flights (which were fully booked). after about  minutes passengers were told to go to arrivals where ba staff would be there to assist. got to arrivals	 nobody was there to even tell passengers which carousel to go to. a series of late announcements then informed passengers to collect luggage and go to the arrivals area to seek hotel vouchers. nobody was directing passengers at each stage. passengers were congregating under an electronic sign that said south african airways domestic transfers to collect vouchers. the line slinked back into the arrivals area. only two service agents were dealing with all passengers. chaotic scenes. no line for families or premium passengers. in the end no vouchers were given and free for all to just know which hotel to go to. no clear announcements given at any stage to passengers. all airlines have issues which mean a plane will be cancelled - it is how the issue is dealt with that shows professionalism and a basic duty of care to passengers. in this case there was nobody in charge	 nobody undertaking line management and nobody providing one source of information. a true shambles. passengers arrived at the hotel not knowing when the aircraft would leave (scheduled to leave  hrs after original departure) or what the real problem was (rumours only). flying club and having a ba gold card (with gold list status) meant nothing.,Misc,
SocialMediaUser,UserComment,andrew is a different man,Misc,
SocialMediaUser,UserComment,this is gonna make history,Misc,
SocialMediaUser,UserComment,never listen to a guy who says he the smartest person alivestill he wear black glasses in a dark interview room,Misc,
SocialMediaUser,UserComment,piers if you believe isreal is defending its self and for every action there is a reaction	 than you need to read and know what leads to oct	 before you open yoir mouth with disgusting stupid questions.,Misc,
SocialMediaUser,UserComment,big up to piers morgan that he sat through hr.+ in front of this fanatic	 narcissistic man	 and didnt slap him...,Misc,
SocialMediaUser,UserComment,bla bla bla. he has the same arguments with everyone. all he wants is ppl to label these ppl as whatever. focus on stopping the problem and fix it asap.,Misc,
SocialMediaUser,UserComment,trip verified | dubai to london heathrow. its bad that ba requests additional payment to select seats before the check-in. if flying solo its not a big issue	 but with any companion (in this case i was with my son of ) it would have been an issue to be separate. this also means that if there are  or  flights	 and a group of two (as in my case) the difference would be substantial	 up to approx $. lucky enough at least on the return flight we were able to select the middle seats because the flight wasnt full. on board service was decent. professional	 courteous and friendly attendants. toilets in the second half of the flight werent too clean. flat seats in business class are outdated but comfortable for a nice sleep. the aircraft did not have wifi.,Misc,
SocialMediaUser,UserComment,piers is a betaaaaaaa,Misc,
SocialMediaUser,UserComment,why is what hamas did so undoubtedly terrible beyond words ... but not even a fraction of harsh words are being used for what israel is doing .. even though it is a million times worse?,Misc,
SocialMediaUser,UserComment,piers: well looks like you dont agree with me so you much not want to answer.,Misc,
SocialMediaUser,UserComment,i wnt to kiss this man on his head,Misc,
SocialMediaUser,UserComment,piers is literally insufferable on a great many topics,Misc,
SocialMediaUser,UserComment,major respect to andrew tate for taking every context into consideration before jumping into a conclusion.,Misc,
SocialMediaUser,UserComment,andrew really does speak exactly like a cult leader would,Misc,
SocialMediaUser,UserComment,ya morgan its common sense if someone will pay muhadis to clean his shit for  million i will do my best to clean his shit even it costs to make myself dirty ..,Misc,
SocialMediaUser,UserComment,doh-bah-lhr-lax flight started from doha with a short hop to bahrain to pick up more passengers. check in was ok but was over baggage allowance by  kilo so made me pay. flight departed on time with an older  with broken ac so everyone was roasting inside the plane not good in a very hot middle eastern summer told it would be better once airborne - had to endure twice due to stop over in bahrain. crew were fantastic though very welcoming the moment i stepped onboard compensated the lack of ac. dinner was served and it was good nothing to write home about as was breakfast. ife old with no avod capabilities so movies are on the loop and few channels with old movies. arrived at lhr terminal  - nice very quite very early in the morning so few people and shops around. flight to lax again on an older  but new ife with avod this time crew mixed bag male crew a bit rude. food - lunch was ok like the dessert but small portions bring lots of food and  hours before arrival a sad sandwich and yoghurt was serve other carriers serve full meal as second meal or snack and around that time ife crashed on half the plane nothing to do about it good thing it was almost arrival time pretty boring flight and full as well arrived on time and bags were out in  minutes that is if you can come out of immigration faster. it was an ok long flight very disappointing but it did get me where i wanted to be.,Misc,
SocialMediaUser,UserComment,glad to see people waking up	 free palestine,Misc,
SocialMediaUser,UserComment,thanks piers for coming to andrew tates shows!,Misc,
SocialMediaUser,UserComment,i used to look up to tate how disillusioned i was.,Misc,
SocialMediaUser,UserComment,because the label of terrorism is more important than human lives piers is a disappointment,Misc,
SocialMediaUser,UserComment,andrew in full troll mode. love every second of it!,Misc,
SocialMediaUser,UserComment,@piers morgan uncensored - piers is a dng	  send me a box of chocolates.,Misc,
SocialMediaUser,UserComment,wanting a partner in life according to piers=slaves? huh?,Misc,
SocialMediaUser,UserComment,didnt terrori$t u$rael $tart hama$ proxie$ to divide palestine and the planet?,Misc,
SocialMediaUser,UserComment,andrew  truly rocks. he is the true alpha male,Misc,
SocialMediaUser,UserComment,pierce do you condemn hamas morgan,Misc,
SocialMediaUser,UserComment,bro this matrix and vaccine thing is soooo insane  this man can say some really smart things and then say the most delusional and insane things. you know what they say	 even a broken clock is right twice a day,Misc,
SocialMediaUser,UserComment,piers morgan 	 are you not ashamed to share something like this? to humiliate yourself more than you are already,Misc,
SocialMediaUser,UserComment,love you  piers morgan,Misc,
SocialMediaUser,UserComment,guys piers is blue pilled,Misc,
SocialMediaUser,UserComment,this conversation appears to be heavily influenced by emotions	 particularly those expressed by andrew tate. its important to recognize that emotions can cloud our judgment and make it difficult to consider all perspectives objectively. while criticizing the actions of hamas is important	 its also crucial to consider the broader context of the conflict and the potential differences in goals between hamas and the palestinian people as a whole.,Misc,
SocialMediaUser,UserComment,are you amnesia ? forget for ask that to tate ?,Misc,
SocialMediaUser,UserComment,piers is not willing to have a nuanced conversation unfortunately.,Misc,
SocialMediaUser,UserComment,flew to london gatwick in business class	 seats were quite comfortable. reminded me of sleeping in berth on sailboat. food was very good and the service staff were all very nice and attentive. we had a long layover at gatwick before flying easyjet to inverness. couldnt use the ba lounge after our flight	 but understand that is not the case at heathrow. dont know why. we used rewards to fly club world and really enjoyed. we have flown ba long haul several times and they have earned our return business.,Misc,
SocialMediaUser,UserComment,andrew gives a valid answer in my opinion 	 because he doesnt give the answer piers wants to hear. wish andrew would stop shouting though.,Misc,
SocialMediaUser,UserComment,piers is tates fan in denial,Misc,
SocialMediaUser,UserComment,piers looks like he got covid right now		he looks unwell bet tate catches it now,Misc,
SocialMediaUser,UserComment,the conflict is unarguably affecting the first two groups i mentioned earlier (civilians on both sides) in a very negative manner but at the end of the day	 when you dehumanize and oppress a group of people for as long as the zionists have done to palestine as a whole	 you cant just sit back and cry about how theyre pushing back against your crimes.,Misc,
SocialMediaUser,UserComment,i came from a low income household of  and my mom never had to work again after marrying	 yes they made financial sacrifices	 we couldnt afford most things	 but i learned to value my mom at home and respect my father who worked very hard to provide the bare minimum.,Misc,
SocialMediaUser,UserComment,what about nawalny?? he got like  years in jail,Misc,
SocialMediaUser,UserComment,he is briileant love tate,Misc,
SocialMediaUser,UserComment,dan pembdohan antek zionis,Misc,
SocialMediaUser,UserComment,piers morgan is deep state,Misc,
SocialMediaUser,UserComment,pressure cooker example is point on [:],Misc,
SocialMediaUser,UserComment,pertanyaannya dimulai dari tanggal  oktober terus sebelum tanggal ini kemana saja kalian ketika israel merebut tanah dan membunuh warga palestina??,Misc,
SocialMediaUser,UserComment,theres only  top ggggggg,Misc,
SocialMediaUser,UserComment,andrews statements make so much sense,Misc,
SocialMediaUser,UserComment,piers is such a worm	 he always tries to put words in peoples mouths. andrew dodged all his pathetic traps he tried to lead him down.,Misc,
SocialMediaUser,UserComment,tate spoke the  truth which isreali zionist and their partners in crime always cover up and then same time talk about palestinian people....we stand with palestinian beautiful people and isreal is iligimate state dont exist...media is full of crap ...cover up infidels,Misc,
SocialMediaUser,UserComment,this is amazing the best one so far piers.... amazing interviews but not really helping the situation in gaza,Misc,
SocialMediaUser,UserComment,wow andrew  absolutely brilliant said	 piers morgan to pretend not known what israel has been doing for the last  years	 ethically cleaning	 torture	 stealing their lands	homes dignity	 freedom and life. what a disgrace of piers.,Misc,
SocialMediaUser,UserComment,tate is right	 morgan is rong	 simple,Misc,
SocialMediaUser,UserComment,if she wants that	 than its a sugar daddy thing. if andrew wants it	 than its misogyny? huh?,Misc,
SocialMediaUser,UserComment,oh my god! this is so painful to watch. the way piers ask for examples of what israel did before oct ?? please!!,Misc,
SocialMediaUser,UserComment,andrew tate the real goat,Misc,
SocialMediaUser,UserComment,most of the world from..latin to africa from middle easte to asia from asia all the way to eastern europe have similarities in cultures which is genuine...only new era westerns philosophy and biased freedoms and materialistic new world cant understand what tates  are saying.,Misc,
SocialMediaUser,UserComment,piers got owned in this one!,Misc,
SocialMediaUser,UserComment,i love andrew but his covid and political talk is just foolish,Misc,
SocialMediaUser,UserComment,sick of hearing talk of a genocide when neither side has postured themselves to inflict extermination to the other.   only native people in the united states face the devastating consequences true genocide carrys.  in  years no group	 outside of the native people themselves	//,Misc,
SocialMediaUser,UserComment,first time to experince british airways new shorthaul cabin on a flight from heathrow to gibraltar	 and we were pleasantly surprised. i am  and found the leg room in the aisle seat to be fine. the seat was generally comfortable (though lumbar would be nice!)	 brown leather looks good and new lighting calming. overall very good. i did look at the business class seats which are basically the same as economy	 so will probably not fly business with ba shorthaul again	//,Misc,
SocialMediaUser,UserComment,: andrew tate clarifies the misconceptions about hustlers university and his self-proclaimed titles.,Misc,
SocialMediaUser,UserComment,an omnipresent piers interviewing piers for an engaging piers interview.,Misc,
SocialMediaUser,UserComment,mr. piers morgan	 after your interview	 you made clear your point of view and that you are against palestine in general	 and therefore it is time to boycott you and your interviews.,Misc,
SocialMediaUser,UserComment,love boy to me .. hahahahahah,Misc,
SocialMediaUser,UserComment,verified review | i am a regular traveller on many airlines and a one world emerald ff. british airways flight ba from lhr to athens on th september was by far the worst cabin crew that i have encountered in  years of flying. the crew had no interest in the interests of passengers in business class	 and were more interested in chatting with each other in the galley area. after . hours in the air	 we were offered a drink	 the champagne was undrinkable	 and the crew gave me a gin and tonic. after that they did a meal service and served a fish dish that had been overheated and again was inedible. that was all the service we received on the whole flight of . hours. no top up of drinks no offer of water	 and again the cabin crew spent their whole time in the galley eating and talking. i even went out and asked them was there any service on this aircraft	 and received no reply,Misc,
SocialMediaUser,UserComment,: wow	 andrew is actually brave for saying this. and this is coming from someone who never liked him.,Misc,
SocialMediaUser,UserComment,the question id like to know. how does your wifes friends have any respect for either of you	 knowing you condone this which hunt? well i trusted the bbc	 but now have firm confidence that the bbc is not only fake news	 but the tip of the spear.,Misc,
SocialMediaUser,UserComment,hes efn crazy and somewhat delusional! at the same time... i have to admire him.,Misc,
SocialMediaUser,UserComment,brad pitt is benecio del toro.  it goes on and on and on	 they all play many roles.,Misc,
SocialMediaUser,UserComment,this stinks of kathy newman vs jordan peterson vibes...so what youre saying is.... i had to stop watching piers is unbearable.,Misc,
SocialMediaUser,UserComment,no one mentions the recent discovered oil in gaza..or the fact israel now have the only port left supplying europe since nordsteam  conveniently blew itself up aha,Misc,
SocialMediaUser,UserComment,six million views in  days,Misc,
SocialMediaUser,UserComment,: there are very few instances when anyone anywhere at any time ive done anything that stands next to it,Misc,
